validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
534.2412109375,1707765309,,False,1,f8974e32,2024-02-12_19-15-09,2.5539515018463135,2.5539515018463135,1467,fd197d3d5e22,192.168.224.2,2.5539515018463135,1
509.4608459472656,1707765310,,False,2,f8974e32,2024-02-12_19-15-10,0.8388106822967529,3.3927621841430664,1467,fd197d3d5e22,192.168.224.2,3.3927621841430664,2
496.52008056640625,1707765310,,False,3,f8974e32,2024-02-12_19-15-10,0.8686609268188477,4.261423110961914,1467,fd197d3d5e22,192.168.224.2,4.261423110961914,3
490.0516052246094,1707765311,,False,4,f8974e32,2024-02-12_19-15-11,0.8701977729797363,5.13162088394165,1467,fd197d3d5e22,192.168.224.2,5.13162088394165,4
487.3318176269531,1707765312,,False,5,f8974e32,2024-02-12_19-15-12,0.8724453449249268,6.004066228866577,1467,fd197d3d5e22,192.168.224.2,6.004066228866577,5
482.3155517578125,1707765313,,False,6,f8974e32,2024-02-12_19-15-13,0.8721058368682861,6.876172065734863,1467,fd197d3d5e22,192.168.224.2,6.876172065734863,6
487.3059997558594,1707765314,,False,7,f8974e32,2024-02-12_19-15-14,0.8730924129486084,7.749264478683472,1467,fd197d3d5e22,192.168.224.2,7.749264478683472,7
479.664794921875,1707765315,,False,8,f8974e32,2024-02-12_19-15-15,0.8705184459686279,8.6197829246521,1467,fd197d3d5e22,192.168.224.2,8.6197829246521,8
476.98931884765625,1707765316,,False,9,f8974e32,2024-02-12_19-15-16,0.8589951992034912,9.47877812385559,1467,fd197d3d5e22,192.168.224.2,9.47877812385559,9
480.359130859375,1707765316,,False,10,f8974e32,2024-02-12_19-15-16,0.8566765785217285,10.33545470237732,1467,fd197d3d5e22,192.168.224.2,10.33545470237732,10
480.67919921875,1707765317,,False,11,f8974e32,2024-02-12_19-15-17,0.8704826831817627,11.205937385559082,1467,fd197d3d5e22,192.168.224.2,11.205937385559082,11
474.43536376953125,1707765318,,False,12,f8974e32,2024-02-12_19-15-18,0.8703343868255615,12.076271772384644,1467,fd197d3d5e22,192.168.224.2,12.076271772384644,12
474.4381408691406,1707765319,,False,13,f8974e32,2024-02-12_19-15-19,1.0086889266967773,13.084960699081421,1467,fd197d3d5e22,192.168.224.2,13.084960699081421,13
474.8618469238281,1707765320,,False,14,f8974e32,2024-02-12_19-15-20,0.8744406700134277,13.959401369094849,1467,fd197d3d5e22,192.168.224.2,13.959401369094849,14
473.4891357421875,1707765321,,False,15,f8974e32,2024-02-12_19-15-21,0.8734703063964844,14.832871675491333,1467,fd197d3d5e22,192.168.224.2,14.832871675491333,15
472.0704345703125,1707765322,,False,16,f8974e32,2024-02-12_19-15-22,0.872361421585083,15.705233097076416,1467,fd197d3d5e22,192.168.224.2,15.705233097076416,16
470.6521911621094,1707765323,,False,17,f8974e32,2024-02-12_19-15-23,0.8723804950714111,16.577613592147827,1467,fd197d3d5e22,192.168.224.2,16.577613592147827,17
472.1416320800781,1707765324,,False,18,f8974e32,2024-02-12_19-15-24,0.8696959018707275,17.447309494018555,1467,fd197d3d5e22,192.168.224.2,17.447309494018555,18
471.6883850097656,1707765325,,False,19,f8974e32,2024-02-12_19-15-25,0.8776001930236816,18.324909687042236,1467,fd197d3d5e22,192.168.224.2,18.324909687042236,19
471.8601989746094,1707765325,,False,20,f8974e32,2024-02-12_19-15-25,0.8726418018341064,19.197551488876343,1467,fd197d3d5e22,192.168.224.2,19.197551488876343,20
470.5537414550781,1707765326,,False,21,f8974e32,2024-02-12_19-15-26,0.8734691143035889,20.07102060317993,1467,fd197d3d5e22,192.168.224.2,20.07102060317993,21
473.45526123046875,1707765327,,False,22,f8974e32,2024-02-12_19-15-27,0.8714849948883057,20.942505598068237,1467,fd197d3d5e22,192.168.224.2,20.942505598068237,22
471.3097839355469,1707765328,,False,23,f8974e32,2024-02-12_19-15-28,0.871258020401001,21.81376361846924,1467,fd197d3d5e22,192.168.224.2,21.81376361846924,23
470.4319763183594,1707765329,,False,24,f8974e32,2024-02-12_19-15-29,0.8716201782226562,22.685383796691895,1467,fd197d3d5e22,192.168.224.2,22.685383796691895,24
469.97784423828125,1707765330,,False,25,f8974e32,2024-02-12_19-15-30,0.8712120056152344,23.55659580230713,1467,fd197d3d5e22,192.168.224.2,23.55659580230713,25
470.2535095214844,1707765331,,False,26,f8974e32,2024-02-12_19-15-31,0.8701188564300537,24.426714658737183,1467,fd197d3d5e22,192.168.224.2,24.426714658737183,26
469.5850524902344,1707765331,,False,27,f8974e32,2024-02-12_19-15-31,0.8720061779022217,25.298720836639404,1467,fd197d3d5e22,192.168.224.2,25.298720836639404,27
470.4737854003906,1707765332,,False,28,f8974e32,2024-02-12_19-15-32,0.8724091053009033,26.171129941940308,1467,fd197d3d5e22,192.168.224.2,26.171129941940308,28
469.5269775390625,1707765333,,False,29,f8974e32,2024-02-12_19-15-33,0.8720099925994873,27.043139934539795,1467,fd197d3d5e22,192.168.224.2,27.043139934539795,29
469.3018493652344,1707765334,,False,30,f8974e32,2024-02-12_19-15-34,0.8715519905090332,27.914691925048828,1467,fd197d3d5e22,192.168.224.2,27.914691925048828,30
470.1598815917969,1707765335,,False,31,f8974e32,2024-02-12_19-15-35,0.8713555335998535,28.78604745864868,1467,fd197d3d5e22,192.168.224.2,28.78604745864868,31
469.48223876953125,1707765336,,False,32,f8974e32,2024-02-12_19-15-36,0.8682060241699219,29.654253482818604,1467,fd197d3d5e22,192.168.224.2,29.654253482818604,32
468.8570251464844,1707765337,,False,33,f8974e32,2024-02-12_19-15-37,0.8709650039672852,30.52521848678589,1467,fd197d3d5e22,192.168.224.2,30.52521848678589,33
469.7525939941406,1707765338,,False,34,f8974e32,2024-02-12_19-15-38,0.8698816299438477,31.395100116729736,1467,fd197d3d5e22,192.168.224.2,31.395100116729736,34
469.5262451171875,1707765338,,False,35,f8974e32,2024-02-12_19-15-38,0.8708474636077881,32.265947580337524,1467,fd197d3d5e22,192.168.224.2,32.265947580337524,35
469.6212463378906,1707765339,,False,36,f8974e32,2024-02-12_19-15-39,0.8786416053771973,33.14458918571472,1467,fd197d3d5e22,192.168.224.2,33.14458918571472,36
469.2183837890625,1707765340,,False,37,f8974e32,2024-02-12_19-15-40,0.8709061145782471,34.01549530029297,1467,fd197d3d5e22,192.168.224.2,34.01549530029297,37
468.5924377441406,1707765341,,False,38,f8974e32,2024-02-12_19-15-41,0.8714916706085205,34.88698697090149,1467,fd197d3d5e22,192.168.224.2,34.88698697090149,38
468.9570617675781,1707765342,,False,39,f8974e32,2024-02-12_19-15-42,0.8750185966491699,35.76200556755066,1467,fd197d3d5e22,192.168.224.2,35.76200556755066,39
468.8248291015625,1707765343,,False,40,f8974e32,2024-02-12_19-15-43,0.8705275058746338,36.63253307342529,1467,fd197d3d5e22,192.168.224.2,36.63253307342529,40
469.3858947753906,1707765344,,False,41,f8974e32,2024-02-12_19-15-44,0.8694179058074951,37.50195097923279,1467,fd197d3d5e22,192.168.224.2,37.50195097923279,41
470.1449279785156,1707765345,,False,42,f8974e32,2024-02-12_19-15-45,0.8770887851715088,38.3790397644043,1467,fd197d3d5e22,192.168.224.2,38.3790397644043,42
473.47320556640625,1707765345,,False,43,f8974e32,2024-02-12_19-15-45,0.8721573352813721,39.25119709968567,1467,fd197d3d5e22,192.168.224.2,39.25119709968567,43
470.01654052734375,1707765346,,False,44,f8974e32,2024-02-12_19-15-46,0.8704254627227783,40.12162256240845,1467,fd197d3d5e22,192.168.224.2,40.12162256240845,44
469.5275573730469,1707765347,,False,45,f8974e32,2024-02-12_19-15-47,0.8738484382629395,40.99547100067139,1467,fd197d3d5e22,192.168.224.2,40.99547100067139,45
469.1520690917969,1707765348,,False,46,f8974e32,2024-02-12_19-15-48,0.8698339462280273,41.865304946899414,1467,fd197d3d5e22,192.168.224.2,41.865304946899414,46
