validation_loss,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
542.3970336914062,1701921387,False,1,b75eb7a1,2023-12-07_03-56-27,0.7711772918701172,0.7711772918701172,1030,afe3f6cc6de0,172.29.0.2,0.7711772918701172,1,
497.7367858886719,1701921388,False,2,b75eb7a1,2023-12-07_03-56-28,0.7384965419769287,1.509673833847046,1030,afe3f6cc6de0,172.29.0.2,1.509673833847046,2,
481.9223327636719,1701921388,False,3,b75eb7a1,2023-12-07_03-56-28,0.7421247959136963,2.251798629760742,1030,afe3f6cc6de0,172.29.0.2,2.251798629760742,3,
475.13165283203125,1701921389,False,4,b75eb7a1,2023-12-07_03-56-29,0.740365743637085,2.992164373397827,1030,afe3f6cc6de0,172.29.0.2,2.992164373397827,4,
471.4270324707031,1701921390,False,5,b75eb7a1,2023-12-07_03-56-30,0.7394945621490479,3.731658935546875,1030,afe3f6cc6de0,172.29.0.2,3.731658935546875,5,
468.02349853515625,1701921391,False,6,b75eb7a1,2023-12-07_03-56-31,0.7380437850952148,4.46970272064209,1030,afe3f6cc6de0,172.29.0.2,4.46970272064209,6,
465.9902648925781,1701921391,False,7,b75eb7a1,2023-12-07_03-56-31,0.741154670715332,5.210857391357422,1030,afe3f6cc6de0,172.29.0.2,5.210857391357422,7,
463.1833190917969,1701921392,False,8,b75eb7a1,2023-12-07_03-56-32,0.7468380928039551,5.957695484161377,1030,afe3f6cc6de0,172.29.0.2,5.957695484161377,8,
461.1606750488281,1701921393,False,9,b75eb7a1,2023-12-07_03-56-33,0.7385773658752441,6.696272850036621,1030,afe3f6cc6de0,172.29.0.2,6.696272850036621,9,
460.5398864746094,1701921394,False,10,b75eb7a1,2023-12-07_03-56-34,0.739652156829834,7.435925006866455,1030,afe3f6cc6de0,172.29.0.2,7.435925006866455,10,
459.24566650390625,1701921394,False,11,b75eb7a1,2023-12-07_03-56-34,0.7389240264892578,8.174849033355713,1030,afe3f6cc6de0,172.29.0.2,8.174849033355713,11,
458.3879699707031,1701921395,False,12,b75eb7a1,2023-12-07_03-56-35,0.7397656440734863,8.9146146774292,1030,afe3f6cc6de0,172.29.0.2,8.9146146774292,12,
457.35052490234375,1701921396,False,13,b75eb7a1,2023-12-07_03-56-36,0.7378215789794922,9.652436256408691,1030,afe3f6cc6de0,172.29.0.2,9.652436256408691,13,
456.62353515625,1701921396,False,14,b75eb7a1,2023-12-07_03-56-36,0.7439372539520264,10.396373510360718,1030,afe3f6cc6de0,172.29.0.2,10.396373510360718,14,
456.14874267578125,1701921397,False,15,b75eb7a1,2023-12-07_03-56-37,0.7412457466125488,11.137619256973267,1030,afe3f6cc6de0,172.29.0.2,11.137619256973267,15,
454.7884521484375,1701921398,False,16,b75eb7a1,2023-12-07_03-56-38,0.7420892715454102,11.879708528518677,1030,afe3f6cc6de0,172.29.0.2,11.879708528518677,16,
454.1291809082031,1701921399,False,17,b75eb7a1,2023-12-07_03-56-39,0.7382605075836182,12.617969036102295,1030,afe3f6cc6de0,172.29.0.2,12.617969036102295,17,
454.1758728027344,1701921399,False,18,b75eb7a1,2023-12-07_03-56-39,0.7244491577148438,13.342418193817139,1030,afe3f6cc6de0,172.29.0.2,13.342418193817139,18,
454.5445556640625,1701921400,False,19,b75eb7a1,2023-12-07_03-56-40,0.7043061256408691,14.046724319458008,1030,afe3f6cc6de0,172.29.0.2,14.046724319458008,19,
452.6976318359375,1701921401,False,20,b75eb7a1,2023-12-07_03-56-41,0.7052440643310547,14.751968383789062,1030,afe3f6cc6de0,172.29.0.2,14.751968383789062,20,
452.5281066894531,1701921402,False,21,b75eb7a1,2023-12-07_03-56-42,0.7116680145263672,15.46363639831543,1030,afe3f6cc6de0,172.29.0.2,15.46363639831543,21,
452.2401123046875,1701921402,False,22,b75eb7a1,2023-12-07_03-56-42,0.7077755928039551,16.171411991119385,1030,afe3f6cc6de0,172.29.0.2,16.171411991119385,22,
451.84375,1701921403,False,23,b75eb7a1,2023-12-07_03-56-43,0.7061176300048828,16.877529621124268,1030,afe3f6cc6de0,172.29.0.2,16.877529621124268,23,
451.4303894042969,1701921404,False,24,b75eb7a1,2023-12-07_03-56-44,0.7040994167327881,17.581629037857056,1030,afe3f6cc6de0,172.29.0.2,17.581629037857056,24,
451.72320556640625,1701921404,False,25,b75eb7a1,2023-12-07_03-56-44,0.7064785957336426,18.2881076335907,1030,afe3f6cc6de0,172.29.0.2,18.2881076335907,25,
451.4725646972656,1701921405,False,26,b75eb7a1,2023-12-07_03-56-45,0.7055637836456299,18.993671417236328,1030,afe3f6cc6de0,172.29.0.2,18.993671417236328,26,
451.1234436035156,1701921406,False,27,b75eb7a1,2023-12-07_03-56-46,0.7055437564849854,19.699215173721313,1030,afe3f6cc6de0,172.29.0.2,19.699215173721313,27,
450.6658935546875,1701921407,False,28,b75eb7a1,2023-12-07_03-56-47,0.702650785446167,20.40186595916748,1030,afe3f6cc6de0,172.29.0.2,20.40186595916748,28,
450.9095153808594,1701921407,False,29,b75eb7a1,2023-12-07_03-56-47,0.7073297500610352,21.109195709228516,1030,afe3f6cc6de0,172.29.0.2,21.109195709228516,29,
450.9171447753906,1701921408,False,30,b75eb7a1,2023-12-07_03-56-48,0.7066476345062256,21.81584334373474,1030,afe3f6cc6de0,172.29.0.2,21.81584334373474,30,
451.6742858886719,1701921409,False,31,b75eb7a1,2023-12-07_03-56-49,0.7025043964385986,22.51834774017334,1030,afe3f6cc6de0,172.29.0.2,22.51834774017334,31,
